순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,줄거리,장르
657,파이터: 죽음의 토너먼트,2014-11-18,270000,0.0,54,1.0,독일,독일,와이드 릴리즈(주),"토너먼트를 통해 최고의 파이터가 되는 마이키, 그리고 그를 조종하는 배후의 인물!

갱들은 날뛰는 거리, 그 중 ‘블러드’ 갱단은 약한 자들만 골라 괴롭혔고, 마이키와 그의 친구들은 살아남기 위해 싸움 실력을 쌓아가고 있었다. 그러던 중 친구 매티스가 블러드 갱단에 끌려가 죽게 되고 이 소식을 들은 마이키는 복수를 위해 훈련을 시작한다. 수많은 결투 끝에 챔피언과 맞서 싸워 결국 챔피언의 타이틀을 얻게 되는 마이키. 그러나 배후의 조종으로 마이키는 감옥에 갇히게 되고 감옥에서도 마이키는 끊임없이 도전자를 상대로 결투를 하게 되는데...",액션
657,위기의 유부녀들 - 남편 후배와,2014-12-03,270000,0.0,54,1.0,일본,일본,(주)도키엔터테인먼트,"같은 단지에 모여 사는 부인들 틈에 어색하게 끼게 된 마사미. 여유 있어 보이는 다른 집에 비하면 대출값을 갚느라 허덕이는 자기 처지에 그녀들의 모임은 그저 부잣집 마나님들의 시간 때우기로밖에는 보이지 않아 마음이 불편하다. 그러던 어느 날의 모임에서, 시어머니가 손주 때문에 성화라는 얘기를 꺼내자 늘 당차 보이던 사토는 10대였을 때 종가집에 아이를 빼앗긴 얘기를 들려 주고, 그녀는 그런 사토의 일면에 놀란다. 그리고 아직 아이가 없는 여자들끼리 모여 얘기를 나누려고 했을 때, 이웃 다나카가 과외 선생님과 불륜을 저지르고 있다는 것을 알게 됐고, 그녀의 모습에 자극을 느낀다. 그리고 술에 취해 돌아온 남편이 데려온 후배에게서, 줄곧 짝사랑해 왔다는 고백을 들은 마사미는 혼란을 느끼고, 그런 마사미에게 사토가 용기를 북돋아 준다. 결국 남편의 후배 시무라와 뜨거운 정사에 빠져드는 마사미. 그리고 마사미는 임신을 하고 만다, 그녀의 고민을 들은 부인들은 그녀에게 다시 용기를 주고 이웃사촌으로 같이 키워 나갈 것을 다짐한다.",성인물(에로)
657,유부녀의 상상간음,2014-04-09,270000,0.0,54,1.0,일본,일본,(주)도키엔터테인먼트,"대학생 때부터 사귀던 타카시와 히로미 부부. 새삼스러운 설렘은 없지만 편안한 친구 같은 그들 부부의 옆집에 한 부부가 이사를 온다. 인사하러 들른 부인의 얼굴을 마주하고 놀라는 타카시. 옆집 부인은 고등학생 때 형의 여자 친구였던 레이카였다. 레이카의 남편은 반 년 전 교통사고 후유증 때문에 오른쪽 반신이 마비되어 마음껏 걷거나 움직일 수도, 섹스도 할 수 없는 몸이었다. 그 교통사고는 레이카의 졸음운전과 상대방의 과실로 인한 것으로, 레이카는 남편을 향한 사랑과 죄책감에 괴로워하며 그의 곁을 지킨다. 남편의 분노와 비뚤어진 반응도 물론 힘들었지만, 무엇보다도 그녀를 괴롭힌 것은 아직 젊은 그녀의 육체에서 끓어오르는 욕정이었다. 그러던 어느 날, 히로미의 집에 일이 생겨 히로미가 잠시 집을 비우게 되고, 타카시는 가슴 속에 묻어두었던 레이카를 향한 연정을 고백한다. 단 한 번뿐인 정사를 나누는 두 사람. 그러나 이 정사를 통해 레이카는 자신이 남편을 얼마나 사랑하는지 깨닫게 되고, 그와 함께 재활훈련을 해나가며 부부로서 살아갈 것을 다짐한다.",성인물(에로)
657,마리의 카타르시스,2014-06-18,270000,0.0,54,1.0,일본,일본,(주)도키엔터테인먼트,"우에하라는 대학 때부터 좋아하던 선배 마리와 같은 회사에 근무한다. 회사의 아이돌로 통하는 마리를 여전히 마음에 품고도 말을 못 한 채 앓고 있을 뿐이다. 그러던 어느 날 마리와 영업과의 사에키가 사귄다는 소문을 듣게 되는데, 우연히 그 둘의 대화를 엿듣게 된 우에하라는 소문과는 달리 마리가 곤란해 하는 관계라는 걸 눈치 챈다. 그리고 우연히 전철 안에서 사에키가 마리에게 치한 짓을 하는 걸 보게 되고, 그를 막아선다. 사실은 마리 또한 우에하라를 짝사랑하고 있었다는 걸 알게 된 두 사람은 뜨겁게 맺어진다.
생물학 전공의 그녀는 얼마 전 남자 친구와 헤어졌다. 끈질기게 매달리는 그를 떨쳐내고 당분간 남자는 필요 없다는 생각을 하게 된다. 그러던 어느 날 집 앞에서 어떤 괴한의 습격을 받게 되고, 그녀는 독기를 품고 범인을 찾아 나선다. 그녀의 무기인 미모를 이용해 주변 남자들의 정액을 받아내어 범인이 남긴 정액과 대조하려 한 것. 그녀는 재판도 불사하고 범인을 찾아낸다.
죽은 언니를 대신해 형부와 조카를 돌보는 쿄코. 셋의 공동생활 중 쿄코는 형부와 사랑에 빠지게 되고, 조카인 이쿠미는 그런 이모에게 연정을 품게 된다. 자꾸만 없어지던 속옷이 이쿠미의 방에서 발견되자 그 사실을 눈치 채고 심난해 하는 쿄코. 그리고 형부가 집을 비운 사이 얼굴을 가린 남자에게 범해진다. 그녀는 형부와 서둘러 혼인신고를 하고, 지방으로 떠나겠다는 이쿠미를 만류하지 않는다. 하지만 사실 진짜 범인은 이쿠미의 친구로 집에 자주 드나들던 마사후미였다.",성인물(에로)
657,거유 치한극장,2014-06-18,270000,0.0,54,1.0,일본,일본,(주)도키엔터테인먼트,"대학 신입생 에리는 통학길에 만나는 치한들 때문에 대학 생활을 즐기지 못 하고 있다. 안색이 나쁜 그녀를 교무주임 후카마치 교수가 불러 세우고, 고민을 털어놓는 그녀에게 자신의 몸이 얼마나 남자들을 자극하는지 자각할 필요가 있다는 말을 듣고 혼란에 빠진다. 결국 후카마치 교수를 통해 자신의 성벽을 깨닫게 된 에리는 이제 치한들과의 시간을 즐기게 된다.
큰 가슴을 숨기고 다니던 에리카는 전차 안에서 치한을 만난 이후 자신의 욕망에 눈을 뜬다. 또한 믿었던 남자 친구도 그저 다른 남자들과 다를 바 없다는 것을 알게 된 후 자신의 감정에 더 솔직하게 반응하게 된다. 그리고 평소에는 거북해 했던 남자들의 시선을 대담하게 즐기고 이용할 수 있게 된다.
오랜만에 골프를 다시 배우게 된 주부 미사키. 그녀는 사실 처녀 시절 사귀던 불륜남 때문에 골프를 배운 적이 있었고, 그 불륜남의 회사 부하와 현재 결혼하게 된 상태였다. 자신을 떠넘긴 그는 밉지만 그래도 다정한 남편을 생각하면 지금은 후회하지 않는다. 그 남편과 회사 사람들과의 골프 모임을 위해 다시 골프채를 손에 쥔 미사키. 그러나 골프 코치의 집요한 유혹이 그녀를 다시 따라다니기 시작하고, 결국 그녀는 그와 뜨거운 정사를 벌이게 된다.",성인물(에로)
657,불륜과 달콤한 애인,2014-07-23,270000,0.0,54,1.0,일본,일본,(주)도키엔터테인먼트,"이마다는 요즘 귀가가 늦는 남편이 풍기는 라벤더 냄새에 그의 불륜을 의심하고, 부부관계는 냉랭하기만 하다. 그녀의 유일한 취미는 꽃꽂이 교실에 다니는 것. 하지만 꽃냄새를 맡으면 성적으로 강한 충동을 느끼고 마는 그녀는 결국 꽃꽂이 교실 선생과 정사를 벌이게 된다. 남편은 결혼기념일에 해바라기를 들고 와 그녀를 감동시킨다. 사실 그는 그녀와 꽃꽂이 선생의 관계를 의심하느라 이마다의 동생을 만나 상담을 하던 것이었고, 그 동생이 좋아하는 향수가 바로 라벤더향이었던 것이다. 꽃꽂이 선생을 통해 해바라기의 꽃말이 ‘당신을 지켜보고 있어요’임을 알게 된 그녀. 다시 밝은 부부생활이 기대된다.
매일 술만 마시는 남편 때문에 무료한 생활을 보내는 그녀. 그녀는 우연히 길에서 스카우트를 받게 되지만 그게 출장 매춘이라는 것을 알고 거절한다. 하지만 누군가 자신을 필요로 한다는 생각에 결국 일을 하고 돈을 버는 것에 또 기쁨을 느끼게 되는 그녀. 어느 날 남편이 데려온 회사 부하는 바로 자신이 전에 상대한 손님이었다. 남편이 잠든 사이 그와 다시 정사를 벌이는 그녀. 그녀의 모성애가 남자들을 나락 속으로 끌어들이는 것이었다.
미츠코는 갑자기 남편을 잃는다. 남은 빚이 많아 알바를 하며 생활을 하지만
연금과 보험금을 합쳐도 갚지 못한다. 이에 몸을 팔기 시잣하고 어느덧 그녀는 죄의식을 잊고 죽은 남편도 잊어간다",성인물(에로)
657,블랙 앤 화이트,2014-09-18,270000,0.0,54,1.0,대만,대만,(주)미디어데이,"그들의 불가능한 임무가 시작된다!

정의감에 불타는 신참형사 ‘우차오’는 현금수송차 탈취범들을 혼자 힘으로 일망타진하는 성과를 거뒀지만 범인들을 검거하는 과정에서 시민들의 안전을 무시했다는 이유로 정직처분을 받게 된다. 어느 날, 우연히 살해된 시신을 발견하게 된 그는 살해된 피해자의 몸 속에서 발견된 휴대폰에 주목하게 되고 정직처분을 받은 상황임에도 피해자가 연루된 보석밀거래 현장을 혼자 찾아간다. 그 곳에서 폭력조직 삼합회의 조직원 ‘슈다푸’를 만나게 되면서 우형사는 상상도 못했던 대형사건에 휘말리게 되는데...","액션,스릴러"
657,게이샤 하우스,2014-08-07,270000,0.0,54,1.0,일본,일본,씨네힐,"“부디 향기 같은 사랑을 내려주세요.”

1958년 일본의 경제적 재부흥 초창기. 도키코는 생계에 보탬이 되고자 다니던 학교를 그만두고 후지사와라는 마담이 운영하는 게이샤하우스의 잡일꾼으로 일한다. 그녀는 새벽 5시에 일어나 모든 청소에서부터 선배 게이샤들의 신발 닦는 일까지 다 마치고는 무용학교로 나가 무용을 배우는 등 쉴 틈 없는 일정을 보낸다. 도키코는 자신보다는 남을 배려하는 넓은 마음을 가진 어린 소녀로 그런 도키코의 성정에 대해 마담 후지사와는 도키코가 큰 게이샤가 될 수 있는 인물이라고 확신하고 도키코가 큰 게이샤로 성장할 수 있도록 도와주려 한다.
후지사와는 게이샤로 데뷔를 시키는 큰 마담 하나만을 만나 도키코의 데뷔를 부탁하지만 하나만이 운영하는 게이샤하우스에서 최고의 게이샤로 데뷔하는 데 소요되는 돈은 만만치 않았다. 결국, 평생 자신의 돈을 셀 수도 없을 만큼 많이 가진 재벌 다무라에게 도키코의 처녀성을 얻는 대가로 300만엔을 받을 수 있는 방법 밖에 없는데…",드라마
657,말리부 섹스파티,2014-08-13,270000,0.0,54,1.0,미국,미국,(주)도키엔터테인먼트,"관심사라곤 여자와 대마초뿐인 숫총각 절친 스팽키와 머트. 머트 형 조니가 집을 비운 사이 스팽키와 머트는 밤새 포르노를 보며 대마초를 피우려 한다. 우연히 형의 짐을 뒤지다 극도로 흥분되는 마법의 대마초를 발견한 두 사람. 옆집에 사는 섹시한 레즈비언 커플이 말리부 해변 저택에서 열리는 파티에 초대하자, 스팽키와 머트는 마법의 대마초를 갖고 파티에 가서 여성들과 섹스 파티를 벌일 계획을 세운다. 하지만 저택으로 가는 도중 예기치 못한 여러 사건 사고를 겪는다. 집착이 심한 형의 전 여친 핑키의 방해가 계속되고, 미성년자인 그들이 파티에 가져갈 술을 사는 것도 쉽지 않다. 이리저리 방법을 구하다 트렌스젠더 매춘부인 스트로베리와 초보 매춘부 프린세스를 만나 우여곡절 끝에 술을 구해 함께 해변으로 향한다. 그러나 차 안에서 대마초를 피우며 과속을 하던 이들은 경찰이 세우는 바람에 당황하게 되고, 놀란 스팽키는 그만 마법의 대마초를 창문 밖으로 내던져버린다. 마법의 대마초의 흔적을 더듬어 근처 생일 파티 집을 찾아간 스팽키와 머트는 얼마 남지 않았지만 그 집 어린 딸에게서 풀숲에서 잃어버렸던 마법의 대마초를 되찾는다. 끝까지 조니에 대한 집착으로 스팽키와 머트가 탄 차까지 찾아온 핑키도 일행에 합류해 파티 장소로 향한다. 그리고 도착한 저택에서 스팽키와 프린세스는 서로의 감정을 확인하고 마침내 사랑을 나누게 된다. 한편, 원래 계획은 안중에도 없는 스팽키에게 화가 난 머트는 홀로 옆집 레즈비언 커플을 찾아 마법의 대마초를 함께 피우고 섹스하려고 한다. 그러나 몸이 뜻대로 되지 않자 화장실로 도피해 방법을 모색하다가 곤경에 처한다. 우연히 이것을 발견한 핑키가 머트를 도와주게 되고 둘은 뜻하지 않게 불꽃이 튀어 사랑을 나눈다. 결국 마법의 대마초 덕분에 모두 취해 광란의 파티를 벌인다. 다음 날 아침, 파티에 온 사람들은 지난밤 흥분의 파티를 회상하며 만족스러운 모습으로 돌아간다.",코미디
657,썸타는 시호부인,2014-08-28,270000,0.0,54,1.0,일본,일본,(주)도키엔터테인먼트,"작은 공업사를 운영하는 남편과 자식 없이 살고 있는 시호. 그녀의 성욕은 나이가 들수록 강해질 뿐이고, 남편은 그런 그녀와의 섹스를 버거워하기 시작한다. 남편의 공업사에서 일을 배우며 같은 집에서 숙식하는 젊은 켄은 그런 부부의 섹스를 훔쳐보며 자위를 하곤 했는데, 시호는 우연한 기회에 그 사실을 알게 된다. 그리고 어느 날 일하다가 다쳐 집에서 요양을 하게 된 켄. 켄과 둘만 남은 시호는 그를 유혹하여 성욕을 채우기 시작하고 둘의 관계는 점점 더 뜨거워진다. 그러나 사실 켄은 남편의 부탁으로 꾀병을 연기하며 집에 남아 시호를 만족시켜 준 것이었고, 결국 셋이 함께 관계를 가지게 된다. 최고의 쾌감을 느낀 시호는 켄의 병이 다 낫는 것을 염려한 나머지, 그의 다리를 망치로 내려쳐 억지로 집에 붙여 두려 한다.",성인물(에로)
657,캠퍼스 베이글녀,2014-09-24,270000,0.0,54,1.0,일본,일본,(주)도키엔터테인먼트,"여대생 루리코는 큰 가슴 때문에 고민이 많다. 요즘 누군가 따라오는 기분이 들어 더욱 조심하던 그녀지만 결국 길에서 마스크를 쓴 치한을 만나 정신을 잃고 만다. 병원에서 눈을 떠보니 다리를 골절한 상태. 남자 친구인 마아 군이 병문안을 와 달콤한 한때를 보내고 무사히 퇴원하지만, 잠든 그녀를 범하는 치한의 행각은 멈추지 않고 이상한 편지까지 받게 된다. 그 편지를 계기로 어렸을 때 헤어진 옆집 오빠를 떠올리는 그녀. 어머니를 통해 확인한 결과 그녀를 진찰해 준 의사가 그 오빠임을 알게 되지만 이미 모든 것은 늦었다.
미호 선배의 도움으로 호스테스 아르바이트를 시작한 유미. 가계에 보탬이 되고 싶다는 생각도 있었지만 실은 관음증 남편이 훔쳐보는 걸로만 흥분을 하기 때문에 선택한 일이었다. 손님들과 정사를 나누는 아내를 보고 흥분하는 남편이지만 이러다 아내를 잃을지도 모른다는 생각에 정상적인 성생활을 나눌 수 있게 된다.
쿄코는 백화점 엘리베이터 걸. 매일 상하로 움직이는 엘리베이터에 갇힌 지루한 일상을 보내면서 남자 손님들과 음란한 상상을 즐기는 걸로 시간을 때우곤 한다. 그리고 인터넷 거유 마니아 사이트에서 새로운 아이돌로 떠오른 그녀. 그녀를 그 사이트에 소개한 거유 마니아와 짜릿한 정사를 즐기게 된다.",성인물(에로)
